id,name,irish_name,county,country,eircode,grid_reference,easting,northing,latitude,longitude,postal_town,local_government_area,province,nuts3_region,type
586,Aghnahola,Achadh na hAbhla,Monaghan,Republic of Ireland,H23,H485195,248506,319573,54.12299,-7.25888,Clones,Monaghan County Council,Ulster,Border,Townland
587,Aghnahoo,Achadh na hUamha,Leitrim,Republic of Ireland,N41,G997085,199738,308576,54.02648,-8.00475,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
588,Aghnahoo,Achadh na hUamha,Leitrim,Republic of Ireland,F91,G879479,187935,347938,54.37996,-8.18642,Sligo,Leitrim County Council,Connacht,Border,Townland
589,Aghnahoo Glebe,,Donegal,Republic of Ireland,F94,H091656,209188,365619,54.53885,-7.85879,Donegal,Donegal County Council,Ulster,Border,Townland
590,Aghnahunshin,Achadh na hUinseann,Leitrim,Republic of Ireland,N41,N057859,205768,285971,53.82336,-7.91315,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
591,Aghnahunshin,Achadh na hUinseann,Monaghan,Republic of Ireland,H18,H590348,259084,334886,54.25944,-7.09411,Monaghan,Monaghan County Council,Ulster,Border,Townland
592,Aghnakeeragh,,Donegal,Republic of Ireland,F93,C243020,224390,402037,54.86548,-7.62090,Lifford,Donegal County Council,Ulster,Border,Townland
593,Aghnamaddoo,Achadh na Madadh,Longford,Republic of Ireland,N39,N146815,214667,281547,53.78344,-7.77824,Longford,Longford County Council,Leinster,Midland,Townland
594,Aghnamallagh,Achadh na Mallach,Monaghan,Republic of Ireland,H18,H612322,261220,332270,54.23568,-7.06188,Monaghan,Monaghan County Council,Ulster,Border,Townland
595,Aghnamard,Achadh na mBard,Monaghan,Republic of Ireland,H23,H514218,251402,321897,54.14359,-7.21420,Clones,Monaghan County Council,Ulster,Border,Townland
596,Aghnameadle,Áth na Méadal,Tipperary,Republic of Ireland,E45,S015772,201528,177253,52.84656,-7.97806,Nenagh,Tipperary County Council,Munster,Mid-West,Townland
597,Aghnameal,Achadh Cúile Méala,Monaghan,Republic of Ireland,H18,H750275,275053,327566,54.19160,-6.85096,Monaghan,Monaghan County Council,Ulster,Border,Townland
598,Aghnamona,Achadh na Móna,Leitrim,Republic of Ireland,N41,N069864,206918,286483,53.82795,-7.89568,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
599,Aghnamullen,Achadh na Muileann,Monaghan,Republic of Ireland,A75,H685167,268527,316715,54.09505,-6.95336,Castleblayney,Monaghan County Council,Ulster,Border,Townland
600,Aghnamullen,Achadh na Muileann,Monaghan,Republic of Ireland,A75,H681167,268123,316710,54.09506,-6.95954,Castleblayney,Monaghan County Council,Ulster,Border,Town/Village
601,Aghnananagh,Achadh na nEanach,Offaly,Republic of Ireland,R35,N271280,227167,228099,53.30274,-7.59325,Tullamore,Offaly County Council,Leinster,Midland,Townland
602,Aghnaneane,,Meath,Republic of Ireland,A82,N752867,275244,286722,53.82470,-6.85812,Kells,Meath County Council,Leinster,Mid-East,Townland
603,Aghnasedagh,Achadh na Séadach,Monaghan,Republic of Ireland,H18,H693338,269320,333862,54.24896,-6.93730,Monaghan,Monaghan County Council,Ulster,Border,Townland
604,Aghnashalvy,Eachaire Sealbha,Monaghan,Republic of Ireland,H18,H562345,256290,334536,54.25661,-7.13705,Monaghan,Monaghan County Council,Ulster,Border,Townland
605,Aghnashannagh,Achadh na Seannach,Longford,Republic of Ireland,N39,N222816,222230,281698,53.78453,-7.66350,Longford,Longford County Council,Leinster,Midland,Townland
606,Aghnashingan,Achadh na Seangán,Longford,Republic of Ireland,N39,N116659,211608,265973,53.64359,-7.82522,Longford,Longford County Council,Leinster,Midland,Townland
607,Aghnasillagh,Achadh na Saileach,Longford,Republic of Ireland,N39,N188659,218877,265936,53.64305,-7.71532,Longford,Longford County Council,Leinster,Midland,Townland
608,Aghnaskea,Achadh na Sceach,Longford,Republic of Ireland,N39,N084704,208490,270400,53.68343,-7.87225,Longford,Longford County Council,Leinster,Midland,Townland
609,Aghnaskea,Áth na Sciadh,Monaghan,Republic of Ireland,H18,H570264,257064,326435,54.18376,-7.12671,Monaghan,Monaghan County Council,Ulster,Border,Townland
610,Aghnaskeagh,,Cavan,Republic of Ireland,A82,N483841,248342,284124,53.80456,-7.26700,Kells,Cavan County Council,Ulster,Border,Townland
611,Aghnaskeagh,Áth na Sceach,Louth,Republic of Ireland,A91,J070130,307037,313013,54.05524,-6.36631,Dundalk,Louth County Council,Leinster,Border,Townland
612,Aghnaskerry,Achadh na Sceire,Cavan,Republic of Ireland,H12,H424049,242425,304991,53.99253,-7.35392,Cavan,Cavan County Council,Ulster,Border,Townland
613,Aghnaskew,Achadh na Sciadh,Monaghan,Republic of Ireland,A75,H695145,269587,314596,54.07587,-6.93766,Castleblayney,Monaghan County Council,Ulster,Border,Townland
614,Aghnaskew,Achadh na Sciadh,Monaghan,Republic of Ireland,H23,H489181,248904,318158,54.11025,-7.25302,Clones,Monaghan County Council,Ulster,Border,Townland
615,Aghnasullivan,,Westmeath,Republic of Ireland,N37,N109373,210901,237310,53.38608,-7.83690,Athlone,Westmeath County Council,Leinster,Midland,Townland
616,Aghnasurn,,Roscommon,Republic of Ireland,F52,G834082,183418,308232,54.02312,-8.25374,Boyle,Roscommon County Council,Connacht,West,Townland
617,Aghnavar,Achadh na bhFear,Monaghan,Republic of Ireland,H18,H650509,265066,350924,54.40276,-6.99884,Monaghan,Monaghan County Council,Ulster,Border,Townland
618,Aghnavealoge,Achadh na bhFéithleog,Longford,Republic of Ireland,N39,N273638,227305,263881,53.62421,-7.58808,Longford,Longford County Council,Leinster,Midland,Townland
619,Aghody,Áth Odach,Offaly,Republic of Ireland,E53,S148933,214835,193388,52.99134,-7.77983,Roscrea,Offaly County Council,Leinster,Midland,Townland
620,Aghoney,,Laois,Republic of Ireland,R32,S543873,254305,187301,52.93411,-7.19312,Portlaoise,Laois County Council,Leinster,Midland,Townland
621,Aghoo,Achadh,Leitrim,Republic of Ireland,N41,H129086,212947,308674,54.02720,-7.80318,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
622,Aghoo,,Mayo,Republic of Ireland,F26,G085361,108517,336197,54.26644,-9.40480,Ballina,Mayo County Council,Connacht,West,Townland
623,Aghoo,,Roscommon,Republic of Ireland,F52,G858099,185868,309929,54.03844,-8.21645,Boyle,Roscommon County Council,Connacht,West,Townland
624,Aghoo,Achadh,Sligo,Republic of Ireland,F52,G798223,179843,322393,54.15021,-8.30923,Boyle,Sligo County Council,Connacht,Border,Townland
625,Aghoo East,Achadh Thoir,Leitrim,Republic of Ireland,N41,H137086,213759,308666,54.02711,-7.79080,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
626,Aghoos,Na hEachú,Mayo,Republic of Ireland,F26,F846345,84617,334525,54.24660,-9.77079,Ballina,Mayo County Council,Connacht,West,Townland
627,Aghoo West,Achadh Thiar,Leitrim,Republic of Ireland,N41,H128093,212897,309380,54.03354,-7.80391,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
628,Aghort,Athghort,Kerry,Republic of Ireland,V23,V398682,39858,68287,51.84438,-10.32452,Caherciveen,Kerry County Council,Munster,South-West,Townland
629,Aghoutereery,Achadh Uachtair Thíre,Cavan,Republic of Ireland,A82,N467884,246755,288454,53.84360,-7.29043,Kells,Cavan County Council,Ulster,Border,Townland
630,Aghowle Lower,Achadh Abhall Íochtarach,Wicklow,Republic of Ireland,A67,T231950,323168,195025,52.99211,-6.16648,Wicklow,Wicklow County Council,Leinster,Mid-East,Townland
631,Aghowle Lower,Achadh Abhall Íochtarach,Wicklow,Republic of Ireland,R93,S933689,293396,168944,52.76384,-6.61717,Carlow,Wicklow County Council,Leinster,Mid-East,Townland
632,Aghowle Upper,Achadh Abhall Uachtarach,Wicklow,Republic of Ireland,R93,S943679,294371,167920,52.75447,-6.60302,Carlow,Wicklow County Council,Leinster,Mid-East,Townland
633,Aghowle Upper,Achadh Abhall Uachtarach,Wicklow,Republic of Ireland,A67,T219945,321920,194597,52.98855,-6.18522,Wicklow,Wicklow County Council,Leinster,Mid-East,Townland
634,Aghpaudeen,Áth Páidín,Kildare,Republic of Ireland,W91,N863242,286374,224279,53.26209,-6.70637,Naas,Kildare County Council,Leinster,Mid-East,Townland
635,Aghraboy,An tAcra Buí,Offaly,Republic of Ireland,R42,N210076,221083,207681,53.11956,-7.68585,Birr,Offaly County Council,Leinster,Midland,Townland
636,Aghrafinigan,,Roscommon,Republic of Ireland,F52,G851076,185192,307647,54.01792,-8.22665,Boyle,Roscommon County Council,Connacht,West,Townland
637,Aghragh,An tAtharach,Donegal,Republic of Ireland,F94,G574783,157446,378353,54.65152,-8.65999,Donegal,Donegal County Council,Ulster,Border,Townland
638,Aghrane,Achadh Raithin,Galway,Republic of Ireland,F42,M777549,177779,254935,53.54408,-8.33593,Roscommon,Galway County Council,Connacht,West,Townland
639,Aghsmear,Áth na Sméar,Tipperary,Republic of Ireland,E53,S135839,213551,183973,52.90678,-7.79933,Roscrea,Tipperary County Council,Munster,Mid-West,Townland
640,Aghtaboy,,Mayo,Republic of Ireland,F12,M425854,142501,285499,53.81597,-8.87370,Claremorris,Mayo County Council,Connacht,West,Townland
641,Aghuldred,,Westmeath,Republic of Ireland,N91,N358337,235856,233761,53.35309,-7.46228,Mullingar,Westmeath County Council,Leinster,Midland,Townland
642,Aghullaghy,,Cavan,Republic of Ireland,H12,H313052,231363,305266,53.99579,-7.52253,Cavan,Cavan County Council,Ulster,Border,Townland
643,Aghwater,,Carlow,Republic of Ireland,R93,S797743,279774,174344,52.81452,-6.81760,Carlow,Carlow County Council,Leinster,South-East,Townland
644,Aghyohil Beg,Achadh Eochaille Beag,Cork,Republic of Ireland,P47,W391506,139113,50684,51.70583,-8.88150,Cork - Dunmanway,Cork County Council,Munster,South-West,Townland
645,Aghyohil More,Achadh Eochaille Mór,Cork,Republic of Ireland,P47,W385509,138516,50978,51.70841,-8.89019,Cork - Dunmanway,Cork County Council,Munster,South-West,Townland
646,Aghyowla,Achadh Abhla,Leitrim,Republic of Ireland,N41,H152110,215266,311070,54.04866,-7.76768,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
647,Aghyrassy,,Westmeath,Republic of Ireland,N91,N356376,235693,237675,53.38827,-7.46429,Mullingar,Westmeath County Council,Leinster,Midland,Townland
648,Aglish,An Eaglais,Clare,Republic of Ireland,V95,R328933,132897,193352,52.98702,-8.99991,Ennis,Clare County Council,Munster,Mid-West,Townland
649,Aglish,An Eaglais,Cork,Republic of Ireland,P12,W471705,147141,70577,51.88541,-8.76842,Macroom,Cork County Council,Munster,South-West,Townland
650,Aglish,An Eaglais,Kerry,Republic of Ireland,V93,V907971,90761,97176,52.11618,-9.59545,Killarney,Kerry County Council,Munster,South-West,Townland
651,Aglish,An Eaglais,Kerry,Republic of Ireland,V92,Q535000,53505,100037,52.13327,-10.14020,Tralee,Kerry County Council,Munster,South-West,Townland
652,Aglish,An Eaglais,Tipperary,Republic of Ireland,E53,R942988,194276,198881,53.04087,-8.08607,Roscrea,Tipperary County Council,Munster,Mid-West,Town/Village
653,Aglish,An Eaglais,Waterford,Republic of Ireland,P51,X114909,211434,90954,52.07093,-7.83398,Mallow,Waterford City And County Council,Munster,South-East,Townland
654,Aglish,An Eaglais,Waterford,Republic of Ireland,P51,X122910,212237,91020,52.07151,-7.82226,Mallow,Waterford City And County Council,Munster,South-East,Town/Village
655,Aglish North,An Eaglais Thuaidh,Kilkenny,Republic of Ireland,X91,S547150,254798,115004,52.28445,-7.19776,Waterford,Kilkenny County Council,Leinster,South-East,Townland
656,Aglish South,An Eaglais Theas,Kilkenny,Republic of Ireland,X91,S540142,254026,114233,52.27761,-7.20918,Waterford,Kilkenny County Council,Leinster,South-East,Townland
657,Agloragh,,Mayo,Republic of Ireland,F35,M485760,148576,276015,53.73141,-8.77991,Ballyhaunis,Mayo County Council,Connacht,West,Townland
658,Agrimhill,Fardhroim,Galway,Republic of Ireland,H53,M799080,179997,208096,53.12333,-8.29952,Ballinasloe,Galway County Council,Connacht,West,Townland
659,Ahabeg,Achadh Beag,Limerick,Republic of Ireland,V94,R652529,165206,152944,52.62701,-8.51455,Limerick,Limerick City And County Council,Munster,Mid-West,Townland
660,Ahaclare,Áth an Chláir,Clare,Republic of Ireland,V94,R527723,152709,172390,52.80079,-8.70188,Limerick,Clare County Council,Munster,Mid-West,Townland
661,Ahacore,Áth an Chomhair,Limerick,Republic of Ireland,V94,R709540,170935,154085,52.63759,-8.43005,Limerick,Limerick City And County Council,Munster,Mid-West,Townland
662,Ahadagh,Áth an Dá Each,Limerick,Republic of Ireland,P56,R393257,139307,125791,52.38076,-8.89203,Charleville,Limerick City And County Council,Munster,Mid-West,Townland
663,Ahadallane,Áth an Dalláin,Cork,Republic of Ireland,P32,W521857,152159,85797,52.02264,-8.69766,Cork - Donoughmore,Cork County Council,Munster,South-West,Townland
664,Ahaga,Áth Aga,Clare,Republic of Ireland,V15,R089621,108989,162132,52.70304,-9.34710,Kilrush,Clare County Council,Munster,Mid-West,Townland
665,Ahagilla,Achadh Gaibhle,Cork,Republic of Ireland,P85,W355373,135504,37392,51.58598,-8.93124,Clonakilty,Cork County Council,Munster,South-West,Townland
666,Ahaglaslin,Achadh Glaislinne,Cork,Republic of Ireland,P85,W307359,130745,35921,51.57220,-8.99960,Clonakilty,Cork County Council,Munster,South-West,Townland
667,Ahaglugger,Áth an Ghlugair,Galway,Republic of Ireland,H91,M227229,122777,222950,53.25155,-9.15769,Galway,Galway County Council,Connacht,West,Townland
668,Ahakeera,Achadh Caorach,Cork,Republic of Ireland,P47,W282587,128230,58736,51.77690,-9.04057,Cork - Dunmanway,Cork County Council,Munster,South-West,Townland
669,Ahakista,,Cork,Republic of Ireland,P75,V869397,86958,39793,51.59990,-9.63219,Bantry,Cork County Council,Munster,South-West,Town/Village
670,Ahalahana,Átha Leathana,Kerry,Republic of Ireland,V31,R049400,104979,140040,52.50389,-9.40005,Listowel,Kerry County Council,Munster,South-West,Townland
671,Ahalisky,Achadh Loiscthe,Cork,Republic of Ireland,P85,W412477,141241,47749,51.67968,-8.85022,Clonakilty,Cork County Council,Munster,South-West,Townland
672,Ahanagh,Áth Eanach,Longford,Republic of Ireland,N41,N078848,207899,284880,53.81353,-7.88083,Carrick-On-Shannon,Longford County Council,Leinster,Midland,Townland
673,Ahanaglogh,Áthán na gCloch,Waterford,Republic of Ireland,X42,S372042,237278,104248,52.18927,-7.45565,Kilmacthomas,Waterford City And County Council,Munster,South-East,Townland
674,Ahanduff Beg,An tÁthán Dubh Beag,Galway,Republic of Ireland,H53,M786136,178672,213605,53.17278,-8.31968,Ballinasloe,Galway County Council,Connacht,West,Townland
675,Ahanduff More,An tÁthán Dubh Mór,Galway,Republic of Ireland,H53,M785139,178594,213909,53.17550,-8.32087,Ballinasloe,Galway County Council,Connacht,West,Townland
676,Ahane,Áthán,Kerry,Republic of Ireland,V93,V727878,72767,87847,52.02854,-9.85451,Killarney,Kerry County Council,Munster,South-West,Townland
677,Ahane,Áthán,Kerry,Republic of Ireland,V92,Q908107,90898,110757,52.23820,-9.59781,Tralee,Kerry County Council,Munster,South-West,Townland
678,Ahane,Áthán,Tipperary,Republic of Ireland,V94,R740628,174064,162816,52.71621,-8.38452,Limerick,Tipperary County Council,Munster,Mid-West,Townland
679,Ahane Beg,Áthán Beag,Cork,Republic of Ireland,P51,W234941,123421,94175,52.09470,-9.11810,Mallow,Cork County Council,Munster,South-West,Townland
680,Ahaneboy,Áthán Buí,Kerry,Republic of Ireland,V92,R024148,102440,114895,52.27754,-9.43012,Tralee,Kerry County Council,Munster,South-West,Townland
681,Ahane Lower,Áthán Íochtarach,Cork,Republic of Ireland,P51,W224938,122477,93836,52.09152,-9.13180,Mallow,Cork County Council,Munster,South-West,Townland
682,Ahane Upper,Áthán Uachtarach,Cork,Republic of Ireland,P51,W227948,122794,94888,52.10101,-9.12741,Mallow,Cork County Council,Munster,South-West,Townland
683,Ahanroe,An tÁthán Rua,Mayo,Republic of Ireland,F23,M179874,117945,287431,53.83003,-9.24695,Castlebar,Mayo County Council,Connacht,West,Townland
684,Ahanure North,Áth an Iúir Thuaidh,Kilkenny,Republic of Ireland,E41,S386415,238605,141569,52.52454,-7.43196,Thurles,Kilkenny County Council,Leinster,South-East,Townland
685,Ahanure South,Áth an Iúir Theas,Kilkenny,Republic of Ireland,R95,S397409,239725,140983,52.51920,-7.41553,Kilkenny,Kilkenny County Council,Leinster,South-East,Townland
686,Ahapouleen,Achadh Poll Lín,Galway,Republic of Ireland,H91,M359196,135947,219679,53.22391,-8.95974,Galway,Galway County Council,Connacht,West,Townland
687,Ahare,,Wexford,Republic of Ireland,Y25,T225636,322559,163626,52.71025,-6.18733,Gorey,Wexford County Council,Leinster,South-East,Townland
688,Aharinaghbeg,Achadh Roighneach Beag,Clare,Republic of Ireland,V94,R592664,159295,166416,52.74765,-8.60351,Limerick,Clare County Council,Munster,Mid-West,Townland
689,Aharinaghmore,Achadh Roighneach Mór,Clare,Republic of Ireland,V94,R607664,160753,166429,52.74788,-8.58191,Limerick,Clare County Council,Munster,Mid-West,Townland
690,Aharney,,Laois,Republic of Ireland,R32,S394730,239496,173030,52.80717,-7.41507,Portlaoise,Laois County Council,Leinster,Midland,Townland
691,Aharney,Áth Airne,Offaly,Republic of Ireland,R35,N284282,228485,228243,53.30396,-7.57346,Tullamore,Offaly County Council,Leinster,Midland,Townland
692,Ahascra,,Kerry,Republic of Ireland,V31,Q904364,90462,136455,52.46897,-9.61258,Listowel,Kerry County Council,Munster,South-West,Townland
693,Ahascragh,Áth Eascrach,Galway,Republic of Ireland,H53,M777386,177789,238633,53.39761,-8.33463,Ballinasloe,Galway County Council,Connacht,West,Town/Village
694,Ahascragh East,Áth Eascrach Thoir,Galway,Republic of Ireland,H53,M782388,178289,238898,53.40001,-8.32713,Ballinasloe,Galway County Council,Connacht,West,Townland
695,Ahascragh West,Áth Eascrach Thiar,Galway,Republic of Ireland,H53,M776384,177675,238490,53.39632,-8.33633,Ballinasloe,Galway County Council,Connacht,West,Townland
696,Ahasla,,Clare,Republic of Ireland,V95,R251821,125140,182180,52.88563,-9.11280,Ennis,Clare County Council,Munster,Mid-West,Townland
697,Ahaun,An tÁthán,Galway,Republic of Ireland,H53,M598579,159816,257901,53.56966,-8.60727,Ballinasloe,Galway County Council,Connacht,West,Townland
698,Ahaun,Áthán,Kerry,Republic of Ireland,V92,R150167,115009,116732,52.29614,-9.24647,Tralee,Kerry County Council,Munster,South-West,Townland
699,Ahaun,Áthán,Waterford,Republic of Ireland,P51,R986006,198623,100674,52.15840,-8.02086,Mallow,Waterford City And County Council,Munster,South-East,Townland
700,Ahaun,Áthán,Waterford,Republic of Ireland,X35,X229853,222945,85339,52.02012,-7.66650,Dungarvan,Waterford City And County Council,Munster,South-East,Townland
701,Ahaunboy North,An tÁthán Buí Thuaidh,Waterford,Republic of Ireland,P51,W998970,199884,97073,52.12604,-8.00242,Mallow,Waterford City And County Council,Munster,South-East,Townland
702,Ahaunboy South,An tÁthán Buí Theas,Waterford,Republic of Ireland,P51,W996959,199652,95939,52.11585,-8.00581,Mallow,Waterford City And County Council,Munster,South-East,Townland
